run_accession,fastq_ftp,fastq_bytes,fastq_md5,submitted_ftp,submitted_bytes,submitted_md5,sra_ftp,sra_bytes,sra_md5
ERR2351780,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351780/ERR2351780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351780/ERR2351780_2.fastq.gz,70193431;78568488,24c1215bf7a70e2e02e183c36a392b4b;b6dfd5355a9832071fb68cc97a2919b8,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351780/25052_5#8.cram,111025831,8f5050b3e4bf111377a5526f98c09ba7,,,
ERR2351781,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351781/ERR2351781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351781/ERR2351781_2.fastq.gz,42574245;47294052,45988e4c5c347ec2e288480db169092b;3058b2046d66e523dec50535029f02a1,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351781/25052_5#9.cram,73476498,c3a9433150cd6fa6cd31350634ef6d9d,,,
ERR2351782,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351782/ERR2351782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351782/ERR2351782_2.fastq.gz,74544084;83067555,9b9d643b9f3cd82bd6693dab1cc39abb;c90a92ba56a4728fb0442763426bf183,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351782/25052_5#10.cram,113046849,6710c0363b66bec2cff8a761ed62bdae,,,
ERR2351783,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351783/ERR2351783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351783/ERR2351783_2.fastq.gz,45944329;50793474,64df56221b1fbd04dd0f2027c112782c;f7ca9e42ef65a1bcee5fe88988256722,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351783/25052_5#11.cram,76649670,3bddece4f3f500574b66bdbeccde8f57,,,
ERR2351784,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/004/ERR2351784/ERR2351784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/004/ERR2351784/ERR2351784_2.fastq.gz,125157758;137615837,333af68604a28a1fbd410ec81d5eea6f;78df02237a4296fbd4a0b99fa54fc728,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351784/25052_5#12.cram,205678377,8d21d737e93ef20f5e396ac6b7cec45a,,,
ERR2351785,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2351785/ERR2351785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2351785/ERR2351785_2.fastq.gz,67730961;74887834,0f582a1e2496877fb20c154b67bf8454;5226d98bdce0317295bba6f5b329355e,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351785/25052_5#13.cram,110390832,275d643fa6c344c6fe6762abad8857f4,,,
ERR2351786,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351786/ERR2351786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351786/ERR2351786_2.fastq.gz,58609803;65779239,248c01e2625cc5c37e9040f9862cd7ae;a3cfc4d4347e557ce2aa695266242386,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351786/25052_5#14.cram,101567628,4cffce671ea0ac570d978479ae304115,,,
ERR2351787,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351787/ERR2351787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351787/ERR2351787_2.fastq.gz,48593696;54181648,e12441ebfc7d275edec5b1199ab2e755;be7db9027c3334fa42d79fa560ece496,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351787/25052_5#15.cram,83708481,f73d9b655378418dbac2b9f106a1ac93,,,
ERR2351788,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351788/ERR2351788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351788/ERR2351788_2.fastq.gz,64145367;71869088,074d11efac0dd8ac605887d944c14786;5e4b576f9b4377e7c5628a2d4dcffe3b,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351788/25052_5#16.cram,98360638,db22e346bc87acbbf95b362ac557670e,,,
ERR2351789,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/009/ERR2351789/ERR2351789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/009/ERR2351789/ERR2351789_2.fastq.gz,50993457;56911519,8ad315bc759054f967d867d25f8006ec;6147ed922598fee2ed9504869767bf24,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351789/25052_5#17.cram,87702396,b129697b99c0bbc70dc28bd421580e4f,,,
ERR2351790,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351790/ERR2351790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351790/ERR2351790_2.fastq.gz,68753678;75947170,1ea480a0b3caab32d9c44d87b01c5552;f5ff3decdaf32128d5f61ee78e1a8a9a,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351790/25052_5#18.cram,112227003,46d5a8e454cfab1c47e938faac84e619,,,
ERR2351791,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351791/ERR2351791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351791/ERR2351791_2.fastq.gz,79240143;87905267,4a0c0271835de1ed2192a07a7c43fbb1;e03ce05595f10a3087a2315fac177c69,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351791/25052_5#19.cram,123835965,8a3d1150f96e45cbf0671ff5f01a1f77,,,
ERR2351792,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351792/ERR2351792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351792/ERR2351792_2.fastq.gz,43733734;48550537,3112cc39ce427f32f194d79305896081;6c7c43da5df0bf6e16745d79ec6080a3,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351792/25052_5#20.cram,75328612,675b8d9232ffd9d82336e8df765427fd,,,
ERR2351793,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351793/ERR2351793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351793/ERR2351793_2.fastq.gz,46590780;51900482,8717b226392a6678276e0ef39e880948;9e595a4135e23868f0421a2fb37309dd,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351793/25052_5#21.cram,81633513,89892c159fe67037373d2001a8918cc8,,,
ERR2351794,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/004/ERR2351794/ERR2351794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/004/ERR2351794/ERR2351794_2.fastq.gz,60691695;67856225,19e7ea7d91a380fe797bf2f0f2c18944;4f2b18d7ed326d0cc91c3f48d28fbb32,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351794/25052_5#22.cram,94470669,be10cf3187b9e724107a737e6d969f74,,,
ERR2351795,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2351795/ERR2351795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2351795/ERR2351795_2.fastq.gz,54785909;60897594,62271d1e54b02615ba36e47e1ac4e0fc;693cb0b7710f925a87b733f6744bb24c,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351795/25052_5#23.cram,90908462,3a7499f80a8e5d6d9a732d26f00a12a8,,,
ERR2351796,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351796/ERR2351796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351796/ERR2351796_2.fastq.gz,54504944;60367872,1b5047dac55b51e28914459810822cde;fa839ac4cd0175ba6cc905752c5858f3,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351796/25052_5#24.cram,89991200,7de43d6e9b511b6519dea4b85bc2eb96,,,
ERR2351797,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351797/ERR2351797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351797/ERR2351797_2.fastq.gz,69013887;76846815,a1cfbe1aab6e8abe32ec57a5d07da48c;ec1b3bd0f2f08c9ae434c723b914c74d,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351797/25052_5#25.cram,106409203,e01b07b3a5278c5796909e75ae2c8692,,,
ERR2351798,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351798/ERR2351798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351798/ERR2351798_2.fastq.gz,984115659;1149376352,254877814d78c9bd999f3ecd6dd9d071;b74f4d02d5c49be2873a4af36e3a1d06,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351798/25052_5#26.cram,1621208812,ffdb7c85cb21eada5b787cb816c0ddd4,,,
ERR2351799,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/009/ERR2351799/ERR2351799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/009/ERR2351799/ERR2351799_2.fastq.gz,92193211;104822465,36e428c66be80c7cc1784998058af2a6;6ceb0e2eab169bef9779a0324f590e4c,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351799/25052_5#27.cram,135061864,eae56e46b6d245b9497bef90f419d27d,,,
ERR2351800,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351800/ERR2351800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351800/ERR2351800_2.fastq.gz,70803482;79707489,d062cf91de0c94c84cff1c1d7331b363;9f3e2f0294a7bdedc4299b9c9dd5b1ac,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351800/25052_5#28.cram,102068488,e6df33f61750feec812e8b30f6d302f7,,,
ERR2351801,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351801/ERR2351801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351801/ERR2351801_2.fastq.gz,49650887;55148726,656764d568680d6080393b98b804d2d5;5f3c1b406d4feb143a73988f3103921a,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351801/25052_5#29.cram,84649022,017265700b612ae54c9231ca824822ae,,,
ERR2351802,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351802/ERR2351802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351802/ERR2351802_2.fastq.gz,45841358;51208443,68951432a699e154e3f07c87b8a53f74;ddeb412c9b2e8668af693a983af49115,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351802/25052_5#30.cram,75956176,c0b379e6d9ca683879a08d15aa1a3dc2,,,
ERR2351803,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351803/ERR2351803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351803/ERR2351803_2.fastq.gz,589356806;705614061,90f77bc32e39fe5be1ec1a2b21ac20b8;f8317128fad2ac4cb5928583cfec8fde,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351803/25052_5#31.cram,944291038,0ec07c0c621a02bb85e24173b14a89b0,,,
ERR2351804,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/004/ERR2351804/ERR2351804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/004/ERR2351804/ERR2351804_2.fastq.gz,1105299978;1222346726,2016fae2eb11ab6214ad4eeb43ad9094;13d1b37f34605782f6a124156f8cac05,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351804/25052_5#32.cram,1691973590,ec34c1b503e75f04049fe16ab0f8b5b1,,,
ERR2351805,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2351805/ERR2351805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2351805/ERR2351805_2.fastq.gz,773360823;946965598,b0d1f38e3838f3472dd8d7dd5573bf10;7cc92ccf9b82582e033f9f8eb05378ff,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351805/25052_5#33.cram,1290113348,f1ac9944e4ae7fd19907f496a3c9c761,,,
ERR2351806,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351806/ERR2351806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351806/ERR2351806_2.fastq.gz,60940503;67911820,4fe02ba5234e032f1ca7c2f66985bf1e;f809c48c37743aeaee6573dad19b9199,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351806/25052_5#34.cram,94517992,21d5acea7ff93242e6816aeb58ad2679,,,
ERR2351807,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351807/ERR2351807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351807/ERR2351807_2.fastq.gz,72994374;81028385,1f2eb39264602510fab53268e648c895;d1edfb1d4c380956e95ae4757835d930,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351807/25052_5#35.cram,115058724,e3baadc7b5701dfa5ee666d9d01affe7,,,
ERR2351808,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351808/ERR2351808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351808/ERR2351808_2.fastq.gz,48287044;53968151,c127d180486b02d752986c180189c8eb;7f5b905209ed6026c41e25d9c521cb7d,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351808/25052_5#36.cram,85160947,2959472bbd525e0ed58a2a2bd2e36e92,,,
ERR2351846,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351846/ERR2351846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351846/ERR2351846_2.fastq.gz,95689806;111243099,f89c408b609f3daa6be6adce5e581cce;b0dac1c6da947b4cfcc2bd0c8980a5c8,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351846/25056_6#1.cram,142716509,ee56bc87dce6e03cfd6223e6cba6e088,,,
ERR2351847,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351847/ERR2351847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351847/ERR2351847_2.fastq.gz,99631798;116511940,9ea40a2cd5b89d365f6d08c748366aa6;cb7c9390d1f0af37d11f9b9394cfcfe9,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351847/25056_6#2.cram,147833835,f1385eb849097495ed6d83e3efe5bf6c,,,
ERR2351848,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351848/ERR2351848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351848/ERR2351848_2.fastq.gz,55693795;62611959,84cb0344837150cfba2e2047b0b9302d;29c5481f700f603da7da11b1f68429bc,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351848/25056_6#3.cram,91961683,b7f8da2425573a00a00688a82e1fa036,,,
ERR2351849,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/009/ERR2351849/ERR2351849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/009/ERR2351849/ERR2351849_2.fastq.gz,140919293;166393090,c38cacc8131df5487ffe5ec5b1f7920a;ab619a89e3ecf03ef217266e91577a6a,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351849/25056_6#4.cram,210533645,20c2c447595455eddd1ca4b92c16233b,,,
ERR2351850,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351850/ERR2351850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351850/ERR2351850_2.fastq.gz,62932886;70558465,8d84372793cf7e1bf3234c3b83ed8541;89c5b3e5a2e2e3c05d9db1519a23b0d9,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351850/25056_6#5.cram,102842451,154e14f26572979c313d936265035547,,,
ERR2351851,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351851/ERR2351851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351851/ERR2351851_2.fastq.gz,84377123;95190139,0dc093efda0b9a2b0980ca59f1b4cceb;17314dc36035be8ba2499eb58b1a75dc,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351851/25056_6#6.cram,132446545,6287fbccfd88b2a574e1d9bd502b4f81,,,
ERR2351852,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351852/ERR2351852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351852/ERR2351852_2.fastq.gz,800220930;980534178,f2d640d7775610b85d589331f90d679e;53349cfc1c8a082f0ccd1128c5424cf5,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351852/25056_6#7.cram,1301098919,64355eb81881756c9c589b231d2a8c7d,,,
ERR2351853,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351853/ERR2351853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351853/ERR2351853_2.fastq.gz,115101512;130832069,263fa1bd2cf00ca537cdb010b1a083bd;0cc7f68db0e4bf851fc072c4ba77becb,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351853/25056_6#8.cram,177085583,e5cd758dc81bab770a691058714d734e,,,
ERR2351854,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/004/ERR2351854/ERR2351854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/004/ERR2351854/ERR2351854_2.fastq.gz,258821168;307326519,b6346fab2516408c7d6c85c913f8b1f7;8690cae15515997e639416c832f41af2,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351854/25056_6#9.cram,404709913,dfbf75ace3b34de9e44e97a9e5758219,,,
ERR2351855,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2351855/ERR2351855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2351855/ERR2351855_2.fastq.gz,56386817;62976144,3c657606f2763a1e7e674266145e69bb;9138c9f344e5b309ec3e0ca14a303f3d,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351855/25056_6#10.cram,92262099,e85ed7000083804f5ef5d39a173e345d,,,
ERR2351856,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351856/ERR2351856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351856/ERR2351856_2.fastq.gz,109772389;127215506,e4a4669782ab863f28bdf7cde4afb9f6;22fd71b9f508534ff3b53596c3503d94,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351856/25056_6#11.cram,162991451,972b67688f7b85304d93cc539858dac6,,,
ERR2351857,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351857/ERR2351857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351857/ERR2351857_2.fastq.gz,63556458;71400016,f766fbc2bd9d3b5e69ba5e7aa99eee6b;514bf102d4cde41ba3985aad862f3ad4,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351857/25056_6#12.cram,105773843,5425e515ea393ee151271c045418e50e,,,
ERR2351858,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351858/ERR2351858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351858/ERR2351858_2.fastq.gz,31177;34763,68e108c419f9de09322c19de23ba7013;1271d6bb805b8de388c50f198fb5c328,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351858/25056_6#13.cram,58466,3948a62406622a35cd751b298063b046,,,
ERR2351859,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/009/ERR2351859/ERR2351859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/009/ERR2351859/ERR2351859_2.fastq.gz,141122342;167051230,5b6e3b33881a55e63c92e09eb64bc6a4;78c9ea484c79942d1e7fbff701102c5f,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351859/25056_6#14.cram,213129825,bc85debaf1a380ef593d8bd35264d64c,,,
ERR2351860,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351860/ERR2351860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351860/ERR2351860_2.fastq.gz,127678277;149047235,c38590c57f54e06eb78fdb282e1c6a9c;e96aa68387083187fe0b173f67e75c4e,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351860/25056_6#15.cram,192219505,4e0ad1b166df25bd48a7e26e064bd729,,,
ERR2351861,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351861/ERR2351861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351861/ERR2351861_2.fastq.gz,90844667;103586146,c87206848c0fbf20c1a710e1b7dd4646;20513a0d676443641122bcbf281a5040,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351861/25056_6#16.cram,139328518,cfc1b3ae52d44ae0d1ae55a29c6b4c66,,,
ERR2351862,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351862/ERR2351862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351862/ERR2351862_2.fastq.gz,64372344;71523032,0723d1320cfdebf5da85c51b6e4e0188;2d47134638b33a5f13564b7ee26d3bc6,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351862/25056_6#17.cram,110510490,edbd38421ab444f60b8e67c3c6cc0d15,,,
ERR2351863,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351863/ERR2351863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351863/ERR2351863_2.fastq.gz,336419325;392124236,613efbe50e3fccfca2a0e8d44aca9189;6b2bfc9b24d67e0360e93a4623a52072,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351863/25056_6#18.cram,515489450,021dc895056098f2e29e24bd37ae2834,,,
ERR2351864,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/004/ERR2351864/ERR2351864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/004/ERR2351864/ERR2351864_2.fastq.gz,569181817;682199013,3e7dfbef888236ee27969a2950ef73f8;db9661e53cc66fe9842c5a75f356277c,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351864/25056_6#19.cram,893787043,b2a32c3d2465b6c25d8914d143c79029,,,
ERR2351865,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2351865/ERR2351865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/005/ERR2351865/ERR2351865_2.fastq.gz,56357154;63552481,2ebc8fb3852d04335d775ee8ba79bafb;04fae73463d1c689ff202bbc61738ec4,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351865/25056_6#20.cram,98395558,eea6219f119e0798c5ccdd357fec9b3d,,,
ERR2351866,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351866/ERR2351866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/006/ERR2351866/ERR2351866_2.fastq.gz,7507;7322,bfffded5a76d678d216c50d7cbb73ade;b3db43b0417908b2ea7a4be675569d8a,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351866/25056_6#21.cram,21963,06f1a31de15f83bd08c837df67dc1d53,,,
ERR2351867,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351867/ERR2351867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/007/ERR2351867/ERR2351867_2.fastq.gz,60538498;67080729,21d88bc5caede66af5763ef72e45677d;12e94b14294ad50ea556ca8d59467de9,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351867/25056_6#22.cram,101349894,3f6799736c4150cce227f459ef113734,,,
ERR2351868,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351868/ERR2351868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/008/ERR2351868/ERR2351868_2.fastq.gz,67962860;76445977,339173d7b78323a2d4898b1a6b7257f8;1e14627c17b11e4b26a73a47fbf4f62b,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351868/25056_6#23.cram,108435953,0ad62eb507fa44649528b16d526990f9,,,
ERR2351869,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/009/ERR2351869/ERR2351869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/009/ERR2351869/ERR2351869_2.fastq.gz,54557854;60657283,e77a7d8eb7036d50cbdd1b5dfc9fac23;4d9a0a5e4eb233fadc96a1e8cd348500,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351869/25056_6#24.cram,95316987,7b319391dc405240aad0d989b572ee8b,,,
ERR2351870,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351870/ERR2351870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/000/ERR2351870/ERR2351870_2.fastq.gz,54002742;60293439,ecceebe539dd689c704e18ee6b311268;20a4812bf467b47fad357f9f984e3fa9,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351870/25056_6#25.cram,90885390,765856e7baf8673e83044f04b2ff4f13,,,
ERR2351871,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351871/ERR2351871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/001/ERR2351871/ERR2351871_2.fastq.gz,49636481;55669718,f7896622102e6958cd124212859d7b16;b2633e1e0742c9c11bfda08220894917,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351871/25056_6#26.cram,83695307,2769acaebcf501a8ab03ac9045c69495,,,
ERR2351872,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351872/ERR2351872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/002/ERR2351872/ERR2351872_2.fastq.gz,49954605;55579001,3860052247c0e5dd14e97b5b6f4bb37e;c1a5cf75bbd07d9ed3c2918add638b55,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351872/25056_6#27.cram,86518032,1f34d761d39f9c0f60b12655c8397706,,,
ERR2351873,ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351873/ERR2351873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR235/003/ERR2351873/ERR2351873_2.fastq.gz,50366315;55849941,f5db99afd21809acd748059c4f77fc5d;6ceaafc175f52fd8da3090af292ae523,ftp.sra.ebi.ac.uk/vol1/run/ERR235/ERR2351873/25056_6#28.cram,87404807,b533c025816f39d2169ec6b208df0e83,,,
