run_accession,fastq_ftp,fastq_bytes,fastq_md5,submitted_ftp,submitted_bytes,submitted_md5,sra_ftp,sra_bytes,sra_md5
ERR3439041,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439041/ERR3439041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439041/ERR3439041_2.fastq.gz,5721996;8570398,d19dab504c8be7f8a9927a675ef90f8f;22c5aa769d9e19abdad3ba03bec1aac6,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439041/30125_1#170.cram,11896098,c29f8f599ab3592fb1cbc6bdcf51a607,,,
ERR3439042,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439042/ERR3439042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439042/ERR3439042_2.fastq.gz,5455781;8289332,2ba1dc90822d2a4adfdb1575145dd506;5e33033458e5b994cba4133e08aef2ca,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439042/30125_1#171.cram,11436785,bc3b6480b03379a9d7a9d82c64688aa7,,,
ERR3439043,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439043/ERR3439043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439043/ERR3439043_2.fastq.gz,2645964;4176092,b313edd95859a690838ddba47942c227;fa6a6d608698ca087e8813ca83cbbf77,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439043/30125_1#172.cram,5795278,21ac154684d043169d2051967b787bd8,,,
ERR3439044,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439044/ERR3439044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439044/ERR3439044_2.fastq.gz,1437359;2086991,f566818431aef58596dfac2cf710dae0;ed4f2faf8dee4f77e2c6ed5002577f77,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439044/30125_1#173.cram,3247468,25879072415a248655dfbaa0f212791d,,,
ERR3439045,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439045/ERR3439045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439045/ERR3439045_2.fastq.gz,2479025;3478651,85a1051f7aa8a4c350bdc4f03aa36096;61e9ca1fe282f012404adc3f7dc96833,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439045/30125_1#174.cram,5117731,77e34914f4d48f18a4c111ed7e19afa0,,,
ERR3439046,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439046/ERR3439046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439046/ERR3439046_2.fastq.gz,403259;487183,751f2605b790662ae2c26e800418044c;ed451990d02d72dbd9954f7cd8f26fb3,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439046/30125_1#175.cram,965551,bcd1778fad6b8bb47fb16597272f3452,,,
ERR3439047,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439047/ERR3439047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439047/ERR3439047_2.fastq.gz,3463119;5402404,223af3630799f8aac0492d2c5e90b6a2;57fc6c3f329a0a4a96f76764d784e5cb,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439047/30125_1#176.cram,7404591,5d9ccbbb888eaa14147b924e3f1c52bd,,,
ERR3439048,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3439048/ERR3439048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3439048/ERR3439048_2.fastq.gz,8598116;12925869,4c00581ce024ed597307278a1b78fbf6;73ea42b0c699be1e4bf6757943ae7ae5,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439048/30125_1#177.cram,17685671,bb76bdca76c6174feaeea68ef7dfc205,,,
ERR3439049,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/009/ERR3439049/ERR3439049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/009/ERR3439049/ERR3439049_2.fastq.gz,78003;96323,71a64693209b986dd0ecc2f940845595;dd77635e0775ac006cd2ccc1269b50fc,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439049/30125_1#178.cram,230303,09d29a9df016e70d9273408798c9a46a,,,
ERR3439050,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3439050/ERR3439050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3439050/ERR3439050_2.fastq.gz,8116429;11727150,1ea77008e2164c1a8bfc194c14ad822a;88bbb49d830dee469ff0b202d7b2800f,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439050/30125_1#179.cram,16296191,0664b5e01218a8c4d538adb5dc1d3e66,,,
ERR3439051,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439051/ERR3439051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439051/ERR3439051_2.fastq.gz,614912;782292,981b036a83cd942e2b081d9927020949;7307c5b9658f19ff86b929f94f3a0e1c,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439051/30125_1#180.cram,1409270,dd0f62efef457cd897288b4b8704098d,,,
ERR3439052,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439052/ERR3439052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439052/ERR3439052_2.fastq.gz,1733878;2413650,ee1d2a968590e5b42ab39c5099ef1d4c;2e01c5fc093579fc07e3a467ec49971b,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439052/30125_1#181.cram,3617106,bfb8eab1c15ffa52ab66b46397ac8de2,,,
ERR3439053,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439053/ERR3439053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439053/ERR3439053_2.fastq.gz,1118527;1518300,ea71c0c739498d75129a681d1fdb2ace;b51d111b0b1083f8e700bfc4831ff200,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439053/30125_1#182.cram,2452747,a243a3383590f813fd9c73967c7365eb,,,
ERR3439054,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439054/ERR3439054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439054/ERR3439054_2.fastq.gz,10237408;11314330,c683568521abb711587d35e2049bea74;ecba1859e7007b0e6333a2aefb820291,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439054/30125_1#183.cram,19832468,8816f19c35bb704d8adf64d550a432a8,,,
ERR3439055,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439055/ERR3439055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439055/ERR3439055_2.fastq.gz,360624;394282,5394fde8da686c50a7df48581a1eeeb3;2449450afe60aaa497bb25631223290c,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439055/30125_1#184.cram,915500,a747ad34a320dbff7d00018482b0d760,,,
ERR3439056,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439056/ERR3439056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439056/ERR3439056_2.fastq.gz,765296;1083792,3e0f0ee9f24f0a9b52f48590e437f30c;ddfdb8b41066ef74b0a5a6c8c2ed485f,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439056/30125_1#185.cram,1849836,addbc5653e059a50c1b9ee8454f6ddfa,,,
ERR3439057,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439057/ERR3439057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439057/ERR3439057_2.fastq.gz,480574;601856,a3bf36b1fc4cc09495aa6564261f0ffe;c5a471375a4423b8f58b01a496258405,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439057/30125_1#186.cram,1185907,d246491c2fdd7825181faa9f22acaefc,,,
ERR3439058,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3439058/ERR3439058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3439058/ERR3439058_2.fastq.gz,125042;165440,c65f4897e066da150f909427f2bf3842;b3ef58469fef3e7e7b32bc56a014fd5e,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439058/30125_1#187.cram,385553,892b144033316c563027f5cc31c2f30b,,,
ERR3439059,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/009/ERR3439059/ERR3439059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/009/ERR3439059/ERR3439059_2.fastq.gz,961191;1216410,99216e71b316f7dd050467f4f5e28493;5122cdb03f35e5c99896a85ca2d9c5e3,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439059/30125_1#188.cram,2131159,16839bc370b7a355a71c5e262345e35a,,,
ERR3439060,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3439060/ERR3439060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3439060/ERR3439060_2.fastq.gz,1113702;1508614,fd2015a165069678f8ee66eda3adadba;053b6f6bb2a7c1c1313a315a2ed1e0b0,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439060/30125_1#189.cram,2771911,b0a9b83624631558ef73ca59e1f82845,,,
ERR3439061,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439061/ERR3439061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439061/ERR3439061_2.fastq.gz,891628;1217925,bdb6fefa72faf35a7e63c59c32ff9469;85b72487c7fc94e15f6c405a54c6afa1,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439061/30125_1#190.cram,2415732,f87ca31b0e48b3de2e7a7570ab5c3d30,,,
ERR3439062,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439062/ERR3439062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439062/ERR3439062_2.fastq.gz,672243;1181213,daad0d03fa85c6e52e87124a1dd2002f;5eebb011f0419c9adfa3684d3ab70edd,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439062/30125_1#191.cram,1795790,db37d6f3a9cc14d3019e523bbac26b92,,,
ERR3439063,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439063/ERR3439063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439063/ERR3439063_2.fastq.gz,92991;129023,d8ae3b73d1a645272c302ac427352f26;c408048ff148cf90a7408bb32455a3e4,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439063/30125_1#192.cram,328827,85b1935f7d7873271f460edbd17fe7e2,,,
ERR3439064,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439064/ERR3439064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439064/ERR3439064_2.fastq.gz,5418041;7970070,f36ea14edc8e773bec2a20fcb22ce122;aec7f66fe14861e036069828bf666e40,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439064/30125_1#193.cram,11253662,05af58c88550d3600381e7f6a5e80655,,,
ERR3439065,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439065/ERR3439065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439065/ERR3439065_2.fastq.gz,2355410;3381845,4c7b0a546d206b9671f7c83308154e48;122f67bd3da94ac177d6fe0c1daa92f8,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439065/30125_1#194.cram,5142290,7c20e13be1bd88621483792a031f2920,,,
ERR3439066,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439066/ERR3439066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439066/ERR3439066_2.fastq.gz,9257868;13653063,0c4c8eb760ed9a21f0068bff7c230b44;2229497f5fb0d6b715a77c2f9c7f1c3e,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439066/30125_1#195.cram,19167161,8f87a5c2082f6996bde4a49d66514ba2,,,
ERR3439067,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439067/ERR3439067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439067/ERR3439067_2.fastq.gz,3529744;4899464,ec57050360ddcdd09315bd2a30d456b7;ce5417dda129cd365a8a966f516c4502,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439067/30125_1#196.cram,7364681,efe00696eb010e079028033200e41638,,,
ERR3439068,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3439068/ERR3439068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3439068/ERR3439068_2.fastq.gz,2580689;3424056,eec2d50b6baa138e331b2dd25de99a8d;ce71c00a318bdde4247b73c7107ae141,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439068/30125_1#197.cram,5362153,6ce7e58bb113c8c195fbfc25e508256f,,,
ERR3439069,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/009/ERR3439069/ERR3439069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/009/ERR3439069/ERR3439069_2.fastq.gz,3583978;4941743,9d8aa87e0001555c8588d0b1d599df86;c5efa0db222fe063ce93e9359704d6c7,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439069/30125_1#198.cram,7489166,6c2e03a153ca45f3dd1be6d7b521c055,,,
ERR3439070,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3439070/ERR3439070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3439070/ERR3439070_2.fastq.gz,2465842;3671504,9441886db4ab94acc76c2b328b7f8661;157750296aff56caa632ebcc656551e2,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439070/30125_1#199.cram,5450079,7321e9c5064a9be55f6e20e1950aa9c9,,,
ERR3439071,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439071/ERR3439071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439071/ERR3439071_2.fastq.gz,216965;291859,787d2e14e219acc841b498f16c2e86b9;236b6cd558efb3e849a8865f1eff8e4e,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439071/30125_1#200.cram,600936,1090b423e28bd89138de7d392fff5bd2,,,
ERR3439072,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439072/ERR3439072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439072/ERR3439072_2.fastq.gz,5956339;7727352,9a8faafa45193d3030f2a38ed1e2da5c;4905389f60536d8e62de8847a314f8f8,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439072/30125_1#201.cram,11633464,b5035ba64a2d860cf7b12b7fc932a3e0,,,
ERR3439073,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439073/ERR3439073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439073/ERR3439073_2.fastq.gz,7164085;9727116,46686fd09492d030b190977b3dcd81ef;7866a599ddc4f9195d77c8a45df29c05,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439073/30125_1#202.cram,14167672,698af57906e0fc432911d9915649f36c,,,
ERR3439074,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439074/ERR3439074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439074/ERR3439074_2.fastq.gz,3207707;4458815,7ba905fba6f76ddcb3a43194839d2e1e;32e3ef3040d70a24c3d9f900a661c4b5,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439074/30125_1#203.cram,6735443,4d60b11f598e4bd9719b634cdba6da6d,,,
ERR3439075,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439075/ERR3439075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439075/ERR3439075_2.fastq.gz,1486328;2161831,84bac130d459998bb6122a52e52dce24;f0c2875fe2f29865aaf4dab6e1d27d77,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439075/30125_1#204.cram,3384364,dbe925329a4250d792120380f35dede6,,,
ERR3439076,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439076/ERR3439076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439076/ERR3439076_2.fastq.gz,4933977;6859227,962b66b555447daf5be303af6177bc2c;4f5218f67dc532619b512b0eac0aee94,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439076/30125_1#205.cram,10028571,e7e61ec2e05815dcdf67919ee55113ad,,,
ERR3439077,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439077/ERR3439077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439077/ERR3439077_2.fastq.gz,671009;827192,1e3087c9c380adb33692119128db8a7a;11fd3f5fde0d3fb5c236483f9fd65840,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439077/30125_1#206.cram,1498800,ed4f4b606a875178cf379e00309f30b5,,,
ERR3439078,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3439078/ERR3439078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3439078/ERR3439078_2.fastq.gz,3520570;5049588,db0d5930b644be2c517a69e91f676eb3;de12fadeda535375b1755e09659eed49,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439078/30125_1#207.cram,7252262,9406b4306afbaa960d4b790aadd7f094,,,
ERR3439079,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/009/ERR3439079/ERR3439079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/009/ERR3439079/ERR3439079_2.fastq.gz,236860;329528,b6d25a6ec6bc42418e2671e100f75226;2055d4a3591b0f556f997cf07c4db883,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439079/30125_1#208.cram,641246,7bd4b1c0a746a8d4e6a7df4281105443,,,
ERR3439080,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3439080/ERR3439080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3439080/ERR3439080_2.fastq.gz,1940660;3114390,bfccda3eff5b3ed7ce96a15a7ef9f02f;2cdf1bbcd2f05948b44b9219b5ec33a1,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439080/30125_1#209.cram,4452229,904a23decdf6e6be41bfbf83e272fa9e,,,
ERR3439081,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439081/ERR3439081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439081/ERR3439081_2.fastq.gz,8265936;11315441,919fef53a73ab00acfd69bd3e174c690;8e9499833c0421695e44c83a25081101,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439081/30125_1#210.cram,16408709,815341f37b2f4b7229d26d929304216f,,,
ERR3439082,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439082/ERR3439082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439082/ERR3439082_2.fastq.gz,5458199;7855994,8cd873f13ac482f9de1471214a8b8b0c;592595db9cf7b48dbbd8a4f45adad6c5,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439082/30125_1#211.cram,11168385,6c326845ab6e3d1ef1745e48426f6f5a,,,
ERR3439083,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439083/ERR3439083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439083/ERR3439083_2.fastq.gz,1717959;2544905,8931973e6c4a1ad614f022ff302e0d29;d899514a923ba8959be9c2d73496e0fe,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439083/30125_1#212.cram,3866314,6e1524e9c4f5feb868a85de66b8ddb46,,,
ERR3439084,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439084/ERR3439084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439084/ERR3439084_2.fastq.gz,4059021;5502826,b8f1f973b3f30f8e2f9611ac5ffd211a;0eb164f4ed3f4d4bf63b9944873e172e,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439084/30125_1#213.cram,8332862,09534fde15a11b7164885a6c7c5e72e1,,,
ERR3439085,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439085/ERR3439085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439085/ERR3439085_2.fastq.gz,3160755;4732607,84e74d5436799571342fde287f280663;0ddd635d61143db1182d8c34e8078e50,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439085/30125_1#214.cram,6805278,c88990e609e00f82ee8e51560e3c9234,,,
ERR3439086,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439086/ERR3439086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439086/ERR3439086_2.fastq.gz,1388527;1935139,d4b7877dc6ee8cebd65a770f50c66c5e;925d83a75e045e1050a9a5a6b474e7d3,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439086/30125_1#215.cram,3063273,604566fa9e150a2117dc8f8e914608cb,,,
ERR3439087,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439087/ERR3439087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439087/ERR3439087_2.fastq.gz,70969;91810,1dc88e86fbd4bdcbde228b59f0206bb8;e55ad9ea9898f6c2c841dd6081acd015,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439087/30125_1#216.cram,262479,db17d507ac7da34c004b28153a841713,,,
ERR3439088,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3439088/ERR3439088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/008/ERR3439088/ERR3439088_2.fastq.gz,3327508;5019254,bf898def8622040e8587ea393a46df64;b7516647d5024d18f32701cdd08bd55f,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439088/30125_1#217.cram,7220712,aa4d09d7ceb65b0948057563d79f2b99,,,
ERR3439089,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/009/ERR3439089/ERR3439089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/009/ERR3439089/ERR3439089_2.fastq.gz,1232243;1882542,ef482cb1c86249b0a92d920d1027dab5;487e0d2c7c80f7d5ac8234ddcd4dde6c,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439089/30125_1#218.cram,2864083,4e45ae189001f875a5e32fc0a42586d3,,,
ERR3439090,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3439090/ERR3439090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/000/ERR3439090/ERR3439090_2.fastq.gz,6693239;10018391,bd7d7a713a9bf2f7d3f3817d17209ff0;5dbda0c9625d070e405927943cdb3233,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439090/30125_1#219.cram,13969215,ed4763cc39c67c6ebab0b48bae22f2fa,,,
ERR3439091,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439091/ERR3439091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/001/ERR3439091/ERR3439091_2.fastq.gz,3368649;5080929,e732df2b437bcd13f15b52362d55df1b;37f0caa50856808cc996149f9e31457e,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439091/30125_1#220.cram,7418491,5e29d8c0990a4d201d9eed6c0fb5d2b9,,,
ERR3439092,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439092/ERR3439092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/002/ERR3439092/ERR3439092_2.fastq.gz,6103512;9129487,0625f7797f621504be9879c85d0f0377;db79af79d7e63764f1317eaa904e5301,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439092/30125_1#221.cram,12659661,4f6ef683ccb83440c2ed46ce7cf9b1bf,,,
ERR3439093,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439093/ERR3439093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/003/ERR3439093/ERR3439093_2.fastq.gz,4803628;7004442,e7b5aa3b013ebc00ed43d8a00d4e8046;7f7731e469c9044f0bc034aee6556a3b,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439093/30125_1#222.cram,9970682,757bc889dfa8fca953cbd552875eb4da,,,
ERR3439094,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439094/ERR3439094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/004/ERR3439094/ERR3439094_2.fastq.gz,1509702;2324092,1d0f06005f076d62ec182f46298b8da4;68c0b62a36aa75db8469868543da2bfb,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439094/30125_1#223.cram,3383032,ac1a53b9a4d0646f1ab694c187b2f07f,,,
ERR3439095,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439095/ERR3439095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/005/ERR3439095/ERR3439095_2.fastq.gz,17268;20636,6f8c514e7a4c02b289c89a26459cfad0;75643eb57259e26b37fe3fc9e25c7398,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439095/30125_1#224.cram,93924,63b1fa35089597bc55b43c563748d90d,,,
ERR3439096,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439096/ERR3439096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/006/ERR3439096/ERR3439096_2.fastq.gz,2470087;3932161,1e4fbc5f5ebde7c3f6e5db72fd10ad87;54b5e2810e322a3c299cb29427c7c7f4,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439096/30125_1#225.cram,5679472,d82a58b42760182b72c007a1b95bd821,,,
ERR3439097,ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439097/ERR3439097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR343/007/ERR3439097/ERR3439097_2.fastq.gz,2334669;3467297,6f712b412e3e34d1d6ad402b352aabd0;b547c32a631e2a96d9de9475215d880c,ftp.sra.ebi.ac.uk/vol1/run/ERR343/ERR3439097/30125_1#226.cram,5187560,271fed0d895c63ef6ad73c352baf78bd,,,
